% Learning Challenge  -  Dataset ARFF-Export
% ==========================================
%
% Dataset: c_Aggregation
% Subset:  test
%
%
% Dataset Characteristics
% -----------------------
% dimensions:                  2
% number of training points:   0
% number of test points:       788
% number of validation points: 788
% number of classes:           8

@RELATION "c_Aggregation--test"

@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC

@ATTRIBUTE class { 1,0,3,2,5,4,7,6 }

@DATA
6.2,12.55,7
5.4,12.85,7
5.7,12.25,7
5.2,11.9,7
5.15,11.35,7
5.85,11.2,7
6.1,11.75,7
7,12.35,7
7.05,12.45,7
7.9,12.5,7
8.55,12.1,7
7.85,11.85,7
7.1,11.95,7
6.9,11.5,7
6.85,10.9,7
6.4,10.7,7
5.9,10.3,7
6.4,10.25,7
7.05,10.05,7
7.35,10.5,7
7.65,11.1,7
8.1,11.2,7
8.8,11.4,7
8.3,10.55,7
9,10.9,7
9.35,10.5,7
10.15,11,7
10.4,10.55,7
10.9,10,7
11.55,10.2,7
11.75,10.85,7
10.1,8.65,7
11.05,9.1,7
11.85,9.8,7
12.85,10.65,7
12.9,11.7,7
13.6,11.1,7
14.05,11.75,7
14.5,11.8,7
14.3,12.45,7
17,12.9,7
15.8,12.6,7
15.85,12,7
16.7,12.2,7
16.25,11.7,7
15.55,11.15,7
14.8,11.35,7
14.45,10.75,7
13.75,10.45,7
12.8,10.1,7
13.15,9.8,7
12.45,9.3,7
11.8,8.95,7
11.1,8.45,7
10.35,7.7,7
10.1,6.75,7
11.3,7.95,7
12.35,8.45,7
13.1,8.95,7
13.2,9.35,7
14.1,10.05,7
11.5,7.5,7
11.35,6.9,7
11.95,6.75,7
12.4,7.1,7
12.25,7.6,7
12.95,7.6,7
13.45,7.95,7
13.35,8.25,7
13.75,9,7
14.3,9.3,7
14.85,9.55,7
15.1,10.25,7
15.45,10.55,7
16.35,10.85,7
16.75,11.5,7
16.25,10.2,7
15.4,10.1,7
15.45,9.7,7
15.15,9.3,7
15.25,8.65,7
15.55,8.2,7
14.25,8.7,7
14.25,8.25,7
15.05,7.8,7
14.3,7.5,7
13.55,7.45,7
14.3,6.95,7
13.95,6.7,7
13.05,6.95,7
13.05,6.2,7
11.55,6.3,7
10.8,5.85,7
10.6,5.05,7
11.35,5.55,7
12.15,5.4,7
12.4,5.8,7
12.8,5.7,7
13.65,5.9,7
13.9,5.3,7
13.1,5.1,7
12.55,4.9,7
11.5,4.75,7
11.35,4.05,7
12.4,4.35,7
11.75,3.45,7
12.65,3.7,7
13.4,4.35,7
13.9,4.95,7
12.75,3,7
13.55,3.15,7
13.7,3.65,7
14.1,4.1,7
14.65,5.05,7
14.35,5.75,7
14.5,6.55,7
15.15,7.1,7
13.6,2.55,7
14.45,2.4,7
14.6,3.05,7
15,3.4,7
15.25,3.5,7
14.7,4.1,7
14.7,4.5,7
15.25,2.7,7
15.65,2.05,7
15.95,2.8,7
16.1,3.55,7
15.9,4,7
15.6,4.75,7
15.55,5.05,7
15.35,5.5,7
15.15,5.95,7
15.5,6.75,7
15.7,6.35,7
16.2,5.9,7
16.35,5.35,7
16.2,4.55,7
16.55,4.2,7
16.95,4.75,7
17.05,5.1,7
17.3,4.8,7
17.3,4.15,7
17.6,4.3,7
17.05,3.7,7
17.25,3.05,7
16.65,2.8,7
16.55,2.15,7
17.2,2.05,7
18.15,1.95,7
18.05,2.45,7
18.15,3.05,7
18.6,3.45,7
18.4,3.6,7
18.85,3.2,7
19.1,2.65,7
19.45,2.65,7
19,2.1,7
19.9,2.05,7
20.45,2.8,7
19.8,3.25,7
19.45,3.9,7
18.65,4.2,7
18.4,4.6,7
18.65,4.75,7
18.75,5.15,7
19.1,4.55,7
17.9,5.4,7
17.65,5.7,7
17.05,6.05,7
17.4,6.5,7
16.6,6.85,7
15.7,7.15,7
15.75,7.75,7
16.6,7.95,7
20.4,3.4,7
20.7,3.45,7
21.15,2.85,7
21.75,2.65,7
22,3.25,7
22.2,3.5,7
21.45,3.75,7
21.1,4.05,7
20.15,4.3,7
20.8,4.7,7
20.7,5.15,7
19.75,5.05,7
19.85,5.5,7
20.4,5.65,7
20.55,5.75,7
18.7,5.75,7
19.25,5.95,7
18.4,6,7
18.45,6.6,7
17.65,7.05,7
16.7,7.4,7
18.65,7.3,7
18.05,7.35,7
17.85,7.75,7
17.5,8.25,7
17.15,8.6,7
17.05,9,7
16.4,8.7,7
16.05,8.95,7
16.05,9.6,7
16.5,9.75,7
17.25,9.6,7
17.6,9.9,7
17.8,9.3,7
18,8.55,7
18.8,8.1,7
18.8,8.35,7
19.4,7.6,7
19.25,6.6,7
20.05,6.95,7
19.8,7.5,7
20.05,6.35,7
21.15,5.7,7
21.65,4.85,7
22.15,4.35,7
23.05,3.35,7
23.05,3.8,7
23.15,4.4,7
22.5,4.75,7
22.15,5.2,7
24.15,4.55,7
23.5,5.05,7
23.1,5.3,7
23,5.75,7
22.2,5.75,7
21.85,6.2,7
20.75,6.55,7
21,7.15,7
20.75,7.65,7
20,8.2,7
19.5,8.65,7
18.85,9.05,7
18.75,9.55,7
18.6,10,7
16.95,10.35,7
17.35,10.85,7
18,10.65,7
18.5,10.55,7
18.1,11.1,7
17.55,11.3,7
17.95,11.9,7
18.3,12,7
18,12.5,7
19,11.65,7
19.5,11.05,7
19.45,10.55,7
19.4,9.65,7
20.1,9.4,7
20.05,9.95,7
20.05,10.2,7
19.35,12.2,7
19.2,12.25,7
20.05,11.6,7
20.6,11.15,7
20.7,10.65,7
21.3,11.65,7
21.8,11.15,7
21.85,10.7,7
21.65,10.05,7
20.95,10.2,7
20.9,9.7,7
21.65,9.45,7
21.2,9.25,7
20.75,8.75,7
20.55,8.75,7
21.1,8,7
21.65,8.65,7
21.75,8.2,7
21.95,7.55,7
22,6.75,7
22.8,6.45,7
22.65,6.65,7
22.75,7.05,7
23,7.35,7
22.55,7.9,7
22.2,8.7,7
22.9,8.45,7
22.35,9.2,7
22.75,9.35,7
22.4,10.05,7
23.05,10.9,7
23.3,9.85,7
23.95,9.8,7
23.65,9.1,7
23.7,8.85,7
24.25,8.25,7
24.85,7.95,7
23.5,7.85,7
23.85,7.35,7
23.95,6.9,7
23.65,6.5,7
23.6,5.7,7
24.3,5.65,7
24.8,6.4,7
34.05,3.5,7
33.05,3.85,7
32,3.8,7
31.9,4.4,7
31.05,4.75,7
30.4,5.65,7
30.75,6.1,7
30,6.7,7
30.1,7.4,7
29.5,8.15,7
30.75,8,7
30.85,7.35,7
31.5,6.75,7
31.75,5.95,7
32.35,6.45,7
32.8,6,7
32.05,5.1,7
32.8,4.8,7
32.65,4.4,7
33.65,4.6,7
33.05,5.15,7
33.6,5.45,7
34.5,5.05,7
34.9,4.65,7
35.45,4.1,7
34.6,4.05,7
34.2,4.2,7
36.3,5.2,7
35.55,5.35,7
35.95,6.05,7
34.8,5.85,7
33.7,6.15,7
33.95,6.6,7
33.7,7.05,7
32.75,7.1,7
32.3,7.65,7
33,7.9,7
31.95,8.15,7
31.15,8.65,7
30.35,8.85,7
29.85,9,7
30.7,9.15,7
29.7,9.9,7
30.45,9.95,7
30.95,9.85,7
31.8,9.45,7
32.45,8.8,7
33.55,8.6,7
34.35,7.7,7
34.7,8,7
34.6,7.25,7
35,6.8,7
35.5,7.35,7
36.1,7.5,7
36.55,7,7
36,8.2,7
35.35,8.05,7
36.55,8.65,7
36.4,9.1,7
35.5,9.1,7
34.55,8.85,7
35.25,9.4,7
34.4,9.5,7
33.5,9.3,7
33.85,9.8,7
32.5,9.65,7
32.3,10.25,7
33.3,10.3,7
31.6,10.5,7
30.6,10.5,7
30.4,11.1,7
30.9,11.45,7
30.7,11.65,7
30.4,12.05,7
31.2,12,7
31.95,11.35,7
31.65,11.05,7
32.95,11.15,7
32.65,11.7,7
32.25,12.25,7
32.05,12.25,7
31.3,12.7,7
31.95,12.95,7
32.75,13.1,7
33.15,13.2,7
33.1,12.75,7
33.15,12.1,7
34.3,11.75,7
34,10.85,7
34.65,11,7
34.8,10.1,7
35.65,9.85,7
36.35,10,7
35.55,10.75,7
35.8,11.55,7
35.2,11.75,7
34.7,11.75,7
34.95,12.75,7
34.05,12.55,7
34.05,13.05,7
33.25,13.7,7
33.2,14.15,7
33.25,14.7,7
33,15.15,7
32.95,15.65,7
32.6,16.15,7
32.45,16.75,7
32.65,17.05,7
32.75,17.3,7
31.75,17.2,7
31.7,17.65,7
31,17.5,7
31.15,17.9,7
30.45,18.05,7
30.05,18.8,7
30.55,18.8,7
30.5,19.3,7
30.25,19.4,7
29.6,19.85,7
29.15,20.55,7
30.25,20.45,7
30.7,20.05,7
31,19.9,7
31.55,19.65,7
31.5,18.55,7
32.05,18.6,7
31.95,19.1,7
32.6,18.35,7
32.85,17.95,7
33.45,17.45,7
33.7,17,7
34.25,17.35,7
34.3,18.05,7
33.85,18.4,7
33.05,18.85,7
33.25,18.95,7
32.8,19.15,7
32.3,19.85,7
32.8,20,7
31.75,20.25,7
31.75,20.75,7
32.1,21.15,7
31.55,21.6,7
30.65,21.3,7
29.95,21.6,7
29.5,21.6,7
30.35,22.05,7
31.05,22,7
31.55,22.2,7
30.95,22.65,7
30.3,23.1,7
29.6,23.15,7
29.35,22.55,7
29.2,23.85,7
30.75,24,7
30.95,24.15,7
31.45,23.7,7
31.95,23.15,7
32.55,22.05,7
32.6,22.55,7
33.25,22.25,7
33.65,21.9,7
33.5,21.3,7
33.1,20.75,7
33.8,20.4,7
33.85,20,7
34.15,19.3,7
34.85,18.85,7
35.3,18.55,7
35.4,19.35,7
34.55,19.75,7
35.05,20,7
35.95,19.85,7
36.35,20.6,7
35.5,20.55,7
34.45,20.65,7
34.4,21.25,7
35,21.05,7
35.75,21.3,7
35.05,21.5,7
34.6,22.05,7
34.2,21.75,7
36.25,21.95,7
35.7,22.3,7
35.5,22.9,7
35.85,23.25,7
36.3,23.8,7
35.45,24.1,7
34.9,23.5,7
34.2,22.9,7
33.85,23.3,7
33.25,23.35,7
32.45,23.7,7
33.6,23.9,7
34.25,23.95,7
34.25,24.1,7
35.4,24.7,7
35.15,25.3,7
34.4,24.9,7
33.7,24.85,7
32.25,24.45,7
32.5,24.7,7
31.45,24.45,7
31.55,25.2,7
31.05,25,7
30.25,24.3,7
29.8,24.8,7
29.6,25.5,7
29.7,26.05,7
30.5,25.5,7
30.65,26,7
31.25,26.05,7
31.45,26.95,7
30.75,26.9,7
30.65,27.15,7
31.25,27.85,7
31.85,27.75,7
32.7,28.2,7
33.25,27.55,7
32.4,27.1,7
32.15,26.65,7
32.35,25.95,7
32.95,25.5,7
33.85,26.05,7
33.05,26.5,7
33.65,27,7
34.1,27.35,7
34.2,27.95,7
34.65,26.85,7
35.25,26,7
35.7,26.15,7
34.4,25.6,7
21.3,20.8,7
20.15,20.9,7
19.2,21.35,7
19.1,21.85,7
18.45,22.8,7
18.75,22.95,7
19.4,23,7
19.55,22.25,7
19.8,21.85,7
20.5,21.85,7
21.45,21.45,7
21.7,21.9,7
21.4,22.3,7
21,22.6,7
21.15,22.95,7
20.5,22.85,7
19.75,23.65,7
19.2,23.7,7
18.45,24.35,7
20.65,23.85,7
20.65,24.3,7
19.7,24.6,7
20.15,25.05,7
22.15,25.1,7
21.6,24.65,7
21.7,23.8,7
21.9,23.65,7
22.55,23.5,7
22.55,24.3,7
23.3,24.45,7
24.25,24.35,7
23.8,25.25,7
23.4,23.8,7
22.9,23.2,7
22.3,22.8,7
22.2,22.4,7
23.1,21.7,7
22.85,21.9,7
22.65,21.1,7
23.15,22.6,7
24.1,21.9,7
24.7,22.2,7
24.3,22.6,7
24.15,23.3,7
23.9,23.45,7
5.2,2.15,7
6.35,1.95,7
6.75,2.3,7
5.9,2.4,7
5.4,2.7,7
4.85,2.9,7
4.85,3.35,7
5.15,3.45,7
5.7,3.45,7
6.2,3,7
6.2,3.2,7
7.65,2.15,7
7.2,2.75,7
6.75,3.2,7
6.75,3.55,7
6.65,3.8,7
5.8,4,7
4.95,4.05,7
5.1,4.35,7
5.7,4.45,7
5.45,4.85,7
6.7,4.8,7
6.55,5.05,7
7.2,4.9,7
6.2,4.25,7
7.1,4.3,7
7.85,4.5,7
7.6,4.15,7
7.25,3.55,7
7.8,3.35,7
8.05,2.75,7
8.5,3.25,7
8.1,3.55,7
8.15,4,7
