% Learning Challenge  -  Dataset ARFF-Export
% ==========================================
%
% Dataset: c_D31
% Subset:  test
%
%
% Dataset Characteristics
% -----------------------
% dimensions:                  2
% number of training points:   0
% number of test points:       3100
% number of validation points: 3100
% number of classes:           32

@RELATION "c_D31--test"

@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC

@ATTRIBUTE class { 24,25,26,27,20,21,22,23,28,29,1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,31,30 }

@DATA
24.6305,6.8354,31
25.8035,6.1937,31
26.0243,7.5576,31
18.4941,12.5877,31
18.1606,12.5486,31
17.9628,10.4625,31
17.7558,12.1231,31
17.4867,10.6626,31
16.7139,11.5849,31
17.259,11.7482,31
17.4959,11.5596,31
18.7908,10.497,31
18.3607,11.8287,31
17.2038,11.7689,31
16.96,10.6373,31
17.2866,12.2933,31
17.3694,11.5596,31
17.9858,11.5067,31
18.0272,12.6176,31
17.1026,13.1719,31
17.5212,11.8747,31
17.512,10.9915,31
16.7898,12.2128,31
17.1233,11.6102,31
18.6137,11.3802,31
16.7714,11.3871,31
16.0676,10.8121,31
17.8041,11.7022,31
17.8984,9.945,31
16.638,12.9649,31
16.4632,10.658,31
18.5125,11.8425,31
17.9306,12.1898,31
17.6132,13.4686,31
16.7392,11.0306,31
18.4642,11.7137,31
17.3625,12.0035,31
17.5557,11.2123,31
17.6868,11.4354,31
18.5171,9.876,31
16.1251,10.6649,31
17.5419,11.8885,31
17.8961,11.8057,31
18.2365,11.7666,31
18.1008,11.3641,31
18.3653,12.0633,31
19.3635,11.6286,31
17.9237,11.5573,31
16.9853,12.3186,31
16.8749,11.5182,31
18.0272,11.9621,31
17.6293,11.3503,31
16.5575,11.3388,31
18.2388,11.4676,31
17.811,11.4768,31
16.1895,9.968,31
16.845,12.9235,31
17.4637,10.8213,31
17.6339,10.8144,31
17.4384,12.2128,31
17.9421,11.8057,31
16.615,12.0702,31
15.6398,11.2284,31
16.7415,11.8793,31
16.8197,12.1162,31
15.9181,11.4124,31
17.8363,11.8563,31
17.696,11.9414,31
16.845,10.6672,31
18.5378,11.6516,31
17.1877,11.9828,31
18.4527,11.2468,31
16.8956,11.1065,31
18.1422,11.9966,31
16.8059,11.1318,31
17.4913,10.428,31
16.3045,10.8765,31
17.4453,9.8668,31
17.5396,11.4791,31
17.7328,11.21,31
17.466,10.4234,31
18.4803,12.0955,31
17.2889,11.7873,31
18.3883,10.0025,31
17.6523,11.509,31
17.4982,11.9552,31
17.5948,11.3848,31
17.7328,11.6562,31
19.3934,12.5601,31
17.9651,12.5256,31
17.0428,11.3595,31
17.6086,11.7206,31
18.9817,11.6999,31
17.1992,12.5969,31
16.9163,11.4929,31
17.3096,11.1893,31
18.9403,11.6999,31
17.098,13.5744,31
16.3206,12.0679,31
18.4343,12.4474,31
18.3124,11.6631,31
16.7277,11.6654,31
18.2457,13.0201,31
8.4155,9.7633,31
7.1413,10.3981,31
7.691,11.969,31
8.6363,9.8139,31
7.8704,10.957,31
7.2103,11.1249,31
7.6289,9.899,31
7.5645,8.8824,31
7.5967,9.5241,31
8.1372,10.3015,31
7.8106,11.3227,31
8.9514,11.0628,31
8.8456,10.3866,31
8.6869,11.0007,31
7.6611,10.7592,31
8.1648,10.3061,31
9.1515,10.796,31
8.5029,9.1791,31
8.1441,10.8443,31
9.0756,9.3723,31
7.8428,9.9703,31
8.8295,10.4648,31
8.1993,9.7863,31
9.2021,11.0076,31
8.1625,10.474,31
8.2085,9.9634,31
8.8456,11.5619,31
9.209,11.0467,31
8.588,11.0329,31
7.8934,11.3756,31
7.898,10.2049,31
9.1584,10.8535,31
8.9813,9.7127,31
8.6271,11.8379,31
7.806,11.4975,31
7.9233,10.4004,31
8.8042,10.3015,31
8.8272,11.0283,31
9.715,9.9151,31
8.3189,9.0365,31
9.5954,9.1469,31
7.4081,9.8001,31
9.0733,8.9307,31
7.9118,9.0848,31
8.1717,9.0687,31
9.393,9.4735,31
7.5277,10.6994,31
7.3575,10.3268,31
10.1635,9.1239,31
9.4344,12.3485,31
8.8249,9.9335,31
7.6979,10.1405,31
9.002,11.1433,31
7.3253,9.6644,31
8.0636,11.1088,31
6.8768,10.4303,31
7.737,10.3613,31
7.0953,11.1433,31
9.6023,9.0526,31
6.0695,9.669,31
7.0815,10.4993,31
8.2729,11.1157,31
7.5461,10.7178,31
9.1837,9.8484,31
8.1694,10.7868,31
8.9951,9.5678,31
7.7324,9.5954,31
7.8359,9.4965,31
7.9095,9.0066,31
7.9969,10.7063,31
8.9905,10.8006,31
10.4004,9.9749,31
8.9215,10.0577,31
8.4914,10.2233,31
9.5678,10.5683,31
8.9491,9.7863,31
9.2527,10.8558,31
7.7577,9.9749,31
9.3102,11.6539,31
8.9836,9.7104,31
8.6892,9.7219,31
7.2816,10.2831,31
9.2435,10.6212,31
10.1681,9.0802,31
8.0314,9.5678,31
9.071,10.2187,31
8.3557,10.152,31
7.8175,8.6938,31
9.0089,10.3958,31
8.0774,10.6695,31
7.3138,11.6608,31
8.7927,10.0876,31
8.4592,10.3337,31
8.6823,9.0986,31
9.1722,10.5729,31
7.4564,11.325,31
8.8019,11.3342,31
8.2913,9.4229,31
7.7508,10.9478,31
7.7945,10.8995,31
24.0394,24.6765,31
24.6972,24.4442,31
23.8945,24.9916,31
23.837,24.8536,31
26.4199,24.7225,31
26.1853,23.7795,31
24.9111,24.8168,31
23.7197,23.4483,31
23.3218,22.9584,31
26.4015,24.6006,31
25.4332,25.4953,31
25.953,26.1692,31
24.0486,25.4286,31
23.8692,23.8531,31
24.3499,25.1388,31
24.1498,24.6788,31
24.596,24.458,31
24.6075,24.6029,31
24.9134,24.6052,31
24.8513,24.4856,31
24.6535,23.0642,31
24.0555,24.3729,31
23.4437,24.0555,31
25.102,25.3205,31
24.8536,24.9525,31
23.7266,26.1094,31
24.8513,23.4322,31
25.2009,24.711,31
24.1222,24.6926,31
24.6903,24.0325,31
23.9842,23.3839,31
25.5827,23.7864,31
24.6397,24.251,31
23.8393,24.3154,31
25.6678,23.6599,31
24.9433,24.0003,31
24.7064,24.3476,31
24.2441,23.6231,31
24.6282,23.423,31
23.3218,24.8766,31
24.6972,24.5523,31
26.0036,25.7782,31
26.0404,23.8761,31
25.9415,23.883,31
23.9359,23.8347,31
25.8058,24.6328,31
24.9318,23.8623,31
25.3021,24.5201,31
24.5891,24.297,31
23.2873,23.1148,31
24.0049,23.9129,31
24.9088,24.9295,31
24.1475,26.689,31
26.4843,23.7105,31
25.4447,24.0049,31
24.8007,24.5017,31
25.9668,25.079,31
24.3407,23.5886,31
24.3154,24.2188,31
25.9944,23.9796,31
24.435,24.297,31
24.6512,24.9433,31
24.4856,23.6553,31
25.2308,25.3205,31
25.7184,23.9359,31
24.5316,23.8071,31
24.8996,24.5868,31
25.4792,24.1912,31
24.665,23.239,31
26.1508,24.5753,31
25.1135,22.2385,31
24.6098,24.7087,31
24.3752,24.4787,31
26.0772,24.9088,31
24.0946,24.4672,31
23.4299,25.0652,31
24.6581,25.861,31
26.712,24.5224,31
25.6517,23.9451,31
24.8191,24.9778,31
24.2855,24.2694,31
25.5045,24.5247,31
24.8605,23.4437,31
25.4401,24.4189,31
25.2722,24.7708,31
24.7248,24.1107,31
24.5914,25.5781,31
25.1434,23.7036,31
25.0675,24.4925,31
24.297,23.975,31
23.262,24.7524,31
25.6862,23.1999,31
25.4953,24.9893,31
24.7593,24.366,31
24.9709,23.9796,31
24.4925,23.7795,31
24.3545,24.4028,31
24.665,23.6208,31
24.7984,24.4787,31
25.6632,23.9773,31
4.057,21.4519,31
5.7912,19.7499,31
3.9719,19.8787,31
5.3174,18.8092,31
5.7406,22.066,31
4.9172,20.7688,31
4.3951,20.1363,31
6.1868,19.2324,31
4.8045,21.1989,31
6.173,19.3359,31
6.7848,21.0448,31
4.9218,20.019,31
6.0672,19.8695,31
6.3248,19.9684,31
4.7424,20.41,31
4.6665,20.4514,31
4.3491,20.2697,31
5.0897,19.8902,31
5.7498,20.6883,31
6.0304,20.1501,31
4.2962,20.9275,31
4.1973,20.4997,31
4.3192,20.1708,31
6.1661,21.6704,31
5.115,19.7499,31
5.0069,20.8263,31
5.0621,20.1478,31
4.7286,19.2761,31
5.3013,19.4233,31
5.5704,19.4716,31
5.7337,20.502,31
7.1321,19.7384,31
5.5244,20.4353,31
5.3473,20.3893,31
5.3588,19.7062,31
5.7061,19.214,31
6.1638,19.766,31
4.931,20.0305,31
5.184,20.5963,31
5.6256,21.2702,31
5.9775,21.4726,31
5.4393,19.6602,31
6.2673,18.7494,31
4.9839,19.5705,31
4.7723,19.8373,31
5.1334,20.7734,31
4.2594,21.0816,31
6.012,19.7706,31
4.5676,19.9776,31
4.2042,20.9942,31
5.9016,20.1225,31
6.1592,21.0908,31
5.4117,19.3405,31
4.9724,20.0167,31
4.5906,19.3014,31
5.4531,20.7067,31
7.0355,19.6073,31
6.5134,21.4151,31
5.3864,20.8355,31
4.4756,20.2766,31
4.9632,20.1248,31
5.2898,19.7545,31
3.9604,21.5669,31
3.9627,20.8884,31
6.1523,18.9058,31
5.3105,18.5033,31
3.8293,20.8424,31
7.2701,20.0558,31
3.896,20.065,31
4.3376,19.7821,31
5.69,18.3952,31
5.4623,19.306,31
7.231,19.8856,31
4.6987,19.5751,31
6.6974,20.0121,31
6.1247,20.088,31
6.4214,20.571,31
5.322,19.5705,31
4.8758,20.4468,31
5.8694,20.3709,31
5.7406,21.3898,31
6.1753,20.4284,31
3.6499,20.364,31
5.6233,19.8304,31
5.3013,20.2444,31
6.2006,20.1892,31
5.6463,18.9334,31
5.5359,20.801,31
5.4209,21.2518,31
6.9987,21.7693,31
6.3455,20.0834,31
4.1904,21.2265,31
5.5681,21.0333,31
4.793,20.364,31
5.5566,20.3778,31
5.0552,18.2365,31
4.7677,20.5503,31
5.7613,19.5889,31
2.907,20.5641,31
6.5709,20.4031,31
28.0805,10.5315,31
27.3445,11.2123,31
26.8661,10.6672,31
26.6476,9.2412,31
25.7115,10.0508,31
26.367,10.3268,31
28.2346,10.4165,31
26.6361,9.784,31
27.3077,9.2964,31
26.7143,9.4712,31
25.953,8.2131,31
27.3445,9.3769,31
26.8615,10.3245,31
27.7148,11.1755,31
26.4291,10.3912,31
25.7598,9.3907,31
27.2479,10.1842,31
26.9857,10.5453,31
26.6338,10.1612,31
26.8753,11.2882,31
26.6223,10.2762,31
26.482,9.6644,31
29.5939,9.738,31
26.2543,10.3314,31
25.2377,9.7081,31
26.0312,10.06,31
27.9471,11.1686,31
26.6154,11.6355,31
26.6936,8.9675,31
25.8081,9.4574,31
27.3169,9.117,31
25.5321,10.566,31
27.2916,11.9713,31
26.7051,11.9782,31
26.7626,9.6253,31
27.9264,10.7109,31
27.0386,10.037,31
27.4986,10.4234,31
26.1577,9.5632,31
26.9213,11.9966,31
27.2433,9.1561,31
26.6959,10.2394,31
27.0708,10.8144,31
26.0197,10.9317,31
27.2663,11.4952,31
27.6136,9.7426,31
27.0478,10.2854,31
26.873,10.3613,31
26.9282,11.3917,31
27.6297,10.0209,31
27.0869,9.3033,31
25.746,11.4331,31
25.7598,10.5614,31
27.7447,10.9708,31
26.988,9.991,31
26.7189,10.2624,31
26.7718,10.267,31
27.402,10.9087,31
26.1485,10.6166,31
26.9811,10.2969,31
26.5694,9.2274,31
27.6757,9.5816,31
28.1817,10.8673,31
26.0726,10.911,31
26.5855,10.1451,31
27.1375,10.9432,31
27.31,9.3401,31
27.3123,10.2532,31
26.9098,8.2798,31
27.0179,9.6023,31
28.1518,10.5453,31
27.0179,10.6166,31
27.8942,10.4786,31
27.563,10.2739,31
27.0432,9.6,31
26.9443,10.865,31
26.321,10.5407,31
26.4084,12.6866,31
27.9287,10.9938,31
25.6701,10.9225,31
26.7051,10.3406,31
27.4296,9.7426,31
28,10.8903,31
27.3698,10.2279,31
26.9052,9.0319,31
27.2433,12.5624,31
26.1577,10.5292,31
27.0823,10.0876,31
26.8707,10.3475,31
26.3877,9.6989,31
26.3831,10.3038,31
27.0478,10.4809,31
26.7741,8.8272,31
26.6131,11.5734,31
26.7557,8.8387,31
25.7368,9.7403,31
26.0956,10.3751,31
25.8058,10.635,31
26.4245,10.2923,31
25.8357,10.451,31
19.9339,27.9149,31
21.1115,27.2065,31
21.3047,25.7023,31
20.4514,27.2134,31
21.6175,27.3767,31
23.2206,26.8247,31
21.0655,27.7194,31
21.4841,28.1242,31
21.5117,27.9517,31
23.0182,27.5423,31
21.5922,26.873,31
22.802,27.3836,31
20.847,28.2852,31
20.2053,27.6596,31
19.6993,27.8827,31
22.1603,28.483,31
21.7325,27.8804,31
22.6525,28.1564,31
21.0908,26.436,31
20.2076,28.023,31
20.686,27.7884,31
21.7808,27.8735,31
21.6037,28.2461,31
21.5485,26.9213,31
21.7831,26.7511,31
21.7003,27.2571,31
22.273,27.7723,31
22.5835,26.4222,31
21.7785,26.712,31
20.0788,26.6177,31
22.4202,29.104,31
20.5687,27.4618,31
20.5273,28.253,31
20.8838,27.448,31
20.9275,26.0404,31
20.7849,26.459,31
19.9017,26.2589,31
21.7325,26.5901,31
20.8999,27.8873,31
21.0195,26.505,31
21.5485,27.747,31
22.1672,26.9926,31
21.8268,26.7649,31
23.0573,28.5336,31
20.6607,26.7902,31
21.2794,27.6389,31
21.1805,26.8638,31
20.7987,27.1421,31
21.7624,26.5832,31
20.962,27.2042,31
21.2909,27.8873,31
21.7302,26.0588,31
21.6175,27.5538,31
20.3617,27.8666,31
21.9717,27.4342,31
20.7734,29.3754,31
20.6791,26.9512,31
21.6405,28.5359,31
20.732,26.7557,31
22.6019,29.4513,31
22.3075,26.2497,31
20.6354,29.7871,31
20.502,27.0478,31
20.4077,27.678,31
21.2081,27.0915,31
21.8636,27.7746,31
21.1368,28.2576,31
21.8774,27.241,31
21.5301,27.517,31
19.5222,27.5147,31
20.6814,26.8477,31
20.3364,27.0018,31
20.824,27.954,31
20.8723,28.3082,31
21.1506,28.1633,31
21.468,27.3652,31
21.2311,27.0984,31
20.9988,27.1329,31
22.3029,27.54,31
23.1056,27.724,31
21.054,28.5819,31
21.0241,27.0294,31
21.974,27.2042,31
21.215,27.241,31
22.1189,27.4618,31
21.4588,27.4227,31
22.0637,27.8965,31
21.8222,27.1835,31
21.215,27.4181,31
21.1667,26.5165,31
21.1575,26.7005,31
21.4772,27.4848,31
21.8107,27.333,31
20.7044,27.4411,31
21.1506,27.5722,31
20.2007,27.0363,31
22.8066,27.8321,31
20.7849,27.5446,31
21.4519,26.85,31
20.5296,27.6228,31
13.5238,18.1077,31
13.7262,18.3699,31
13.9792,18.8575,31
13.5468,18.8805,31
14.016,18.8667,31
14.1379,18.9909,31
13.8596,18.0525,31
12.6291,20.134,31
13.8596,18.2733,31
14.2391,19.5521,31
15.6007,18.9518,31
14.0482,17.926,31
13.05,18.2342,31
13.1995,16.9186,31
13.717,18.7103,31
14.7221,19.1864,31
14.9153,18.1008,31
12.9948,20.7136,31
13.027,18.3561,31
13.9447,17.88,31
13.3628,19.2853,31
14.4622,19.5912,31
15.051,19.007,31
14.9521,20.41,31
13.3375,19.4164,31
13.8849,18.8621,31
13.9562,19.5935,31
12.9925,20.2927,31
15.1637,19.3704,31
14.7842,18.2319,31
14.3587,18.225,31
14.3426,19.7062,31
13.349,18.2342,31
14.0781,17.9214,31
14.1632,18.7816,31
15.603,16.9301,31
14.3081,17.9881,31
13.1052,19.4624,31
15.0648,18.6689,31
12.8499,19.0645,31
14.0344,19.0507,31
16.0745,18.1054,31
13.7262,19.8465,31
12.6498,18.5792,31
13.4686,18.892,31
14.4484,17.7811,31
12.4152,19.2209,31
14.2713,18.0893,31
13.786,18.5217,31
12.6268,19.7108,31
14.062,18.7701,31
13.2386,19.5958,31
13.464,19.3543,31
14.1425,19.4003,31
14.0689,19.4233,31
12.3209,18.0111,31
12.8338,18.2204,31
14.8716,17.9076,31
14.1448,17.9214,31
15.5179,18.5286,31
15.8629,18.0272,31
13.0454,19.0346,31
14.5887,17.9467,31
14.223,18.0019,31
15.3546,19.1772,31
14.6002,18.57,31
14.637,19.6464,31
12.8384,18.984,31
13.901,18.1997,31
15.2212,19.0461,31
13.9792,17.4729,31
15.3408,19.3888,31
13.3513,18.5585,31
12.9097,19.2071,31
13.1972,19.4509,31
13.3927,17.2521,31
12.6245,19.3405,31
13.8297,18.9058,31
13.4272,17.9743,31
13.7515,19.0875,31
13.9378,18.6275,31
12.5164,17.8248,31
12.8545,19.1473,31
13.924,19.3888,31
14.6485,18.7724,31
13.464,18.4964,31
13.5192,17.5327,31
13.1466,19.1312,31
13.3398,19.4417,31
13.6963,18.7977,31
15.373,19.4371,31
14.5105,16.8519,31
13.8895,20.4261,31
15.2695,18.8069,31
13.6273,18.4987,31
13.8458,19.3543,31
13.188,18.6183,31
13.4939,18.3193,31
12.8729,18.7103,31
14.2897,16.8427,31
18.2158,26.4751,31
17.9191,25.4401,31
19.0139,26.4222,31
17.627,26.6982,31
18.3354,26.1554,31
17.9076,24.964,31
17.4798,26.3969,31
17.7305,25.3803,31
18.7793,25.0997,31
18.0479,26.1669,31
17.6546,25.6287,31
18.0939,26.0542,31
19.0277,25.9691,31
16.0193,25.7368,31
16.6817,26.1117,31
18.1169,24.5063,31
20.2007,25.7138,31
17.6868,25.5206,31
16.2171,25.4562,31
18.0709,24.9502,31
18.5332,27.0064,31
18.1123,26.5257,31
18.2273,26.4452,31
18.8759,25.3987,31
18.5654,25.6862,31
17.5948,27.4825,31
18.0387,25.5459,31
17.3694,25.1043,31
18.1054,25.9783,31
18.0732,25.447,31
17.9697,26.8017,31
17.0773,26.3302,31
16.4287,25.2883,31
18.5194,24.7731,31
17.8018,26.7097,31
17.3303,26.1738,31
17.8685,26.7718,31
18.0042,25.8012,31
18.3952,24.6719,31
18.0364,25.7552,31
16.7116,26.2106,31
18.225,24.5891,31
17.4844,25.5735,31
18.0801,26.0887,31
18.0824,27.6665,31
18.5378,25.5252,31
18.3607,26.3762,31
17.6201,24.5845,31
18.0502,25.0261,31
17.8179,25.4447,31
17.5235,25.5919,31
18.8184,25.0537,31
18.2894,26.7166,31
17.3464,25.2607,31
18.3791,25.447,31
17.7512,26.7902,31
16.5023,25.2423,31
19.6924,24.5293,31
16.9853,25.3918,31
17.2567,25.24,31
18.0433,25.8334,31
18.0847,25.8288,31
17.3441,25.9898,31
18.2411,25.0583,31
18.6574,26.4521,31
18.4366,26.9558,31
18.6275,25.3826,31
18.3837,24.6167,31
17.7742,26.4429,31
18.0318,25.1572,31
18.1675,25.7506,31
18.2365,26.413,31
17.6822,24.6949,31
16.5897,26.1462,31
17.0336,25.3665,31
17.2061,24.5753,31
18.6091,25.4884,31
18.041,25.7575,31
17.8708,25.2676,31
18.3515,26.6476,31
18.8621,25.2055,31
16.661,25.447,31
18.8184,26.8086,31
19.0139,25.4539,31
17.8432,25.9622,31
18.4067,26.4038,31
17.0842,25.424,31
18.3055,25.0169,31
17.4062,25.9024,31
17.144,26.1393,31
18.6896,25.5206,31
17.512,26.0036,31
18.2963,25.3826,31
18.0134,26.6706,31
17.7558,26.0266,31
17.8294,25.746,31
17.4752,24.6972,31
18.1445,26.0887,31
19.1335,26.298,31
18.1491,25.7253,31
11.9759,20.5894,31
12.061,21.4979,31
12.7027,19.559,31
12.6613,21.0356,31
11.5343,19.5636,31
12.2059,21.5899,31
12.4152,21.9395,31
13.188,22.3167,31
10.7753,21.7808,31
11.9805,21.1069,31
11.2169,22.2454,31
11.0628,21.422,31
12.5187,21.1506,31
11.1134,21.4335,31
11.3066,20.847,31
12.4267,21.1414,31
12.4382,22.0959,31
13.7975,21.3392,31
11.1134,22.0821,31
11.831,21.7072,31
12.7326,22.1971,31
11.5481,21.9809,31
10.681,22.3397,31
13.3099,21.0333,31
12.6475,21.6497,31
12.2404,21.2472,31
11.6309,22.4708,31
11.2537,20.6446,31
12.4428,21.8636,31
11.1341,21.0655,31
11.1088,21.5784,31
13.4801,21.077,31
13.073,21.5301,31
11.5987,20.8263,31
12.0679,20.8286,31
13.2639,21.6405,31
11.5021,21.606,31
12.6935,20.732,31
11.164,21.974,31
12.0081,21.7302,31
11.9759,20.8769,31
13.5422,20.5457,31
11.1594,21.445,31
11.6631,22.4685,31
11.0214,21.6589,31
12.1323,20.9252,31
12.291,21.1368,31
11.0927,21.9234,31
10.8213,20.6561,31
12.774,21.7049,31
12.1714,20.7826,31
13.0983,20.8539,31
12.8223,21.0218,31
11.1111,20.8286,31
12.4221,20.8056,31
12.1806,22.2063,31
11.5343,21.4036,31
12.222,21.5393,31
11.6539,22.1971,31
12.36,20.5779,31
13.3375,21.8245,31
12.3071,20.9252,31
13.487,22.089,31
11.9966,21.4105,31
11.6999,21.0356,31
12.8844,22.0706,31
12.6866,22.0131,31
11.3664,20.9275,31
11.7666,21.4519,31
12.9925,21.3714,31
12.8177,22.1994,31
12.6337,21.8176,31
11.6838,20.9045,31
11.2031,20.6722,31
12.8315,22.0223,31
12.0426,21.215,31
10.0784,21.9855,31
11.3572,23.5587,31
11.3066,21.399,31
12.9235,21.675,31
12.6222,21.6175,31
13.4571,21.1851,31
13.2685,22.1925,31
12.7717,21.0057,31
13.4111,21.8889,31
13.2087,22.2408,31
12.7142,21.1782,31
11.6033,19.4785,31
10.6971,21.5508,31
11.6769,21.4151,31
11.4653,20.9689,31
12.8292,22.986,31
12.452,20.4767,31
11.4906,21.7026,31
11.1939,21.2656,31
11.7413,22.1488,31
12.0472,20.6377,31
11.8862,20.8746,31
12.6291,22.0752,31
11.9943,21.9625,31
23.1976,9.5678,31
22.2224,8.2131,31
23.9842,8.6984,31
23.354,7.7577,31
24.0279,9.853,31
22.9768,8.2591,31
24.4626,9.0089,31
23.7933,8.2821,31
23.0343,8.6892,31
23.2758,8.703,31
22.641,8.4362,31
23.2045,7.9647,31
23.6898,7.2655,31
22.9722,10.1681,31
24.1268,7.8175,31
23.8209,8.1464,31
22.6893,9.2136,31
23.5702,8.0889,31
22.4248,7.6542,31
22.7721,8.151,31
23.9244,9.163,31
22.5743,8.5374,31
22.3259,7.8635,31
22.4639,6.6353,31
23.1953,8.6018,31
23.9129,8.5489,31
23.0297,8.5075,31
23.5127,8.1073,31
23.7496,8.8893,31
23.0182,8.7858,31
23.3908,9.2251,31
22.5007,8.2476,31
22.6203,8.9169,31
21.8958,8.9905,31
22.4133,8.4132,31
22.1465,8.4339,31
24.2119,8.6156,31
24.1498,8.7904,31
23.7818,8.5259,31
24.8122,9.2941,31
22.9147,7.8152,31
24.435,8.5811,31
24.8076,8.2223,31
21.9602,8.3764,31
23.745,9.0848,31
23.2091,8.8939,31
24.2234,7.5461,31
21.8866,8.9652,31
22.5835,8.5029,31
21.7785,7.1482,31
23.8439,7.8911,31
23.4529,9.1998,31
23.5656,8.7375,31
22.0131,8.3603,31
22.3213,9.0112,31
23.9037,7.9808,31
23.5426,8.8778,31
24.3798,8.1648,31
24.6696,8.2039,31
23.3057,8.0613,31
24.389,8.8042,31
23.3218,8.9468,31
23.3632,10.0255,31
24.1935,8.6018,31
23.5472,8.9767,31
21.5761,7.8773,31
23.0389,7.1942,31
22.8572,9.1607,31
22.5398,8.1211,31
22.2523,7.599,31
23.2114,7.967,31
23.2482,9.738,31
23.722,7.9049,31
21.997,10.0048,31
21.9188,9.7058,31
23.1332,8.1395,31
24.0831,8.4914,31
23.2114,8.4109,31
22.8572,7.9302,31
22.6042,8.8387,31
22.5421,9.6506,31
21.3829,8.8571,31
24.8421,9.3861,31
24.1406,8.5305,31
22.5904,8.4201,31
24.7478,7.783,31
22.3282,7.99,31
24.8375,6.7871,31
24.1866,9.1814,31
23.7772,9.6345,31
23.3586,9.9243,31
22.3236,8.1556,31
23.2206,6.8515,31
23.5725,9.2803,31
22.8089,7.9923,31
21.6083,7.2655,31
23.2781,9.0227,31
24.0509,9.324,31
23.2597,8.3741,31
23.4851,8.3074,31
27.6389,14.4967,31
25.9116,14.1609,31
26.5073,14.9268,31
24.826,15.2971,31
25.562,15.1476,31
26.4084,14.6163,31
24.6052,14.9958,31
25.2906,14.9567,31
26.7074,13.8573,31
25.6931,15.4443,31
24.8329,16.0377,31
25.7943,13.947,31
25.1871,14.5128,31
26.2014,13.4732,31
24.4649,14.5496,31
26.4061,14.5312,31
26.6292,16.3804,31
25.4194,14.4622,31
25.4746,13.809,31
26.965,15.0717,31
25.8886,15.2695,31
25.7322,15.6881,31
26.0887,15.8997,31
24.8697,14.6393,31
26.8638,13.9171,31
24.9824,14.9774,31
24.8858,14.3196,31
25.7092,15.0119,31
26.3693,14.5795,31
26.5533,15.0418,31
26.0381,14.3242,31
27.7194,13.7998,31
26.1807,14.8026,31
26.9029,14.6439,31
26.3946,16.7967,31
26.5648,15.603,31
26.1853,16.1872,31
26.4245,14.9176,31
27.3376,14.6301,31
26.1255,13.8918,31
26.0749,14.5151,31
27.6228,15.2741,31
27.0018,14.8417,31
26.1807,15.2396,31
